symbol,Name,MarketCap,IPOyear,Sector,Industry,,,,,
LOOP,"Loop Industries, Inc.",$352.9M,n/a,Basic Industries,Major Chemicals,,,,,
LORL,"Loral Space and Communications, Inc.",$710.83M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,
RIDE,Lordstown Motors Corp.,$4.06B,2019,Capital Goods,Auto Manufacturing,,,,,
RIDEW,Lordstown Motors Corp.,n/a,2019,Capital Goods,Auto Manufacturing,,,,,
LPX,Louisiana-Pacific Corporation,$3.74B,n/a,Basic Industries,Forest Products,,,,,
LOW,"Lowe&#39;s Companies, Inc.",$117.18B,n/a,Consumer Services,RETAIL: Building Materials,,,,,
LPLA,LPL Financial Holdings Inc.,$7.2B,2010,Finance,Investment Bankers/Brokers/Service,,,,,
LXU,Lsb Industries Inc.,$73.59M,n/a,Basic Industries,Major Chemicals,,,,,
LYTS,LSI Industries Inc.,$206.1M,1985,Consumer Durables,Building Products,,,,,
LTC,"LTC Properties, Inc.",$1.45B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
LUB,"Luby&#39;s, Inc.",$93.56M,n/a,Consumer Services,Restaurants,,,,,
LU,Lufax Holding Ltd,$40.16B,2020,Finance,Finance: Consumer Services,,,,,
LULU,lululemon athletica inc.,$48.24B,2007,Consumer Non-Durables,Apparel,,,,,
LL,"Lumber Liquidators Holdings, Inc",$833.9M,2007,Consumer Services,RETAIL: Building Materials,,,,,
LITE,Lumentum Holdings Inc.,$6.52B,n/a,Capital Goods,Telecommunications Equipment,,,,,
LMNX,Luminex Corporation,$1.1B,2000,Health Care,Medical/Dental Instruments,,,,,
LUMO,"Lumos Pharma, Inc.",$125.2M,2011,Health Care,Major Pharmaceuticals,,,,,
LUNA,Luna Innovations Incorporated,$309.15M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,
LKCO,Luokung Technology Corp,$117.35M,n/a,Technology,EDP Services,,,,,
LBC,Luther Burbank Corporation,$515.19M,2003,Finance,Major Banks,,,,,
LUXAU,Lux Health Tech Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
LXFR,Luxfer Holdings PLC,$415.16M,2012,Basic Industries,Major Chemicals,,,,,
LDL,"Lydall, Inc.",$485.9M,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
LYFT,"Lyft, Inc.",$12.12B,2019,Miscellaneous,Business Services,,,,,
LYB,LyondellBasell Industries NV,$28.42B,n/a,Basic Industries,Major Chemicals,,,,,
LYRA,"Lyra Therapeutics, Inc.",$160.55M,2020,Health Care,Medical/Dental Instruments,,,,,
MTB,M&T Bank Corporation,$14.94B,n/a,Finance,Major Banks,,,,,
MDC,"M.D.C. Holdings, Inc.",$3.13B,n/a,Capital Goods,Homebuilding,,,,,
MHO,"M/I Homes, Inc.",$1.31B,1993,Capital Goods,Homebuilding,,,,,
MCBC,Macatawa Bank Corporation,$264.63M,n/a,Finance,Major Banks,,,,,
MAC,Macerich Company (The),$1.49B,1994,Consumer Services,Real Estate Investment Trusts,,,,,
CLI,Mack-Cali Realty Corporation,$1.24B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
MFNC,Mackinac Financial Corporation,$128.19M,n/a,Finance,Major Banks,,,,,
MTSI,"MACOM Technology Solutions Holdings, Inc.",$3.04B,2012,Technology,Semiconductors,,,,,
MFD,Macquarie First Trust Global,$70.09M,2004,n/a,n/a,,,,,
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,$257.22M,2005,n/a,n/a,,,,,
MIC,Macquarie Infrastructure Corporation ,$2.82B,2004,Energy,Oil Refining/Marketing,,,,,
BMA,Macro Bank Inc.,$1.02B,n/a,Finance,Commercial Banks,,,,,
MGNX,"MacroGenics, Inc.",$1.3B,2013,Health Care,Major Pharmaceuticals,,,,,
M,Macy&#39;s Inc,$3.17B,n/a,Consumer Services,Department/Specialty Retail Stores,,,,,
MCN,Madison Covered Call & Equity Strategy Fund,$134.69M,2004,n/a,n/a,,,,,
MSGE,Madison Square Garden Entertainment Corp.,$1.84B,2020,Consumer Services,Services-Misc. Amusement & Recreation,,,,,
MSGS,Madison Square Garden Sports Corp.,$4.08B,2015,Consumer Services,Services-Misc. Amusement & Recreation,,,,,
MDGL,"Madrigal Pharmaceuticals, Inc.",$1.8B,n/a,Health Care,Major Pharmaceuticals,,,,,
MAG,MAG Silver Corporation,$1.44B,n/a,Basic Industries,Precious Metals,,,,,
MAGS,Magal Security Systems Ltd.,$92.85M,1993,Capital Goods,Telecommunications Equipment,,,,,
MGLN,"Magellan Health, Inc.",$2.02B,n/a,Health Care,Hospital/Nursing Management,,,,,
MMP,Magellan Midstream Partners L.P.,$9.21B,n/a,Energy,Natural Gas Distribution,,,,,
MGTA,"Magenta Therapeutics, Inc.",$345.38M,2018,Health Care,Major Pharmaceuticals,,,,,
MGIC,Magic Software Enterprises Ltd.,$809.59M,1991,Technology,Computer Software: Prepackaged Software,,,,,
MGA,"Magna International, Inc.",$18.38B,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
MX,MagnaChip Semiconductor Corporation,$498.96M,2011,Technology,Semiconductors,,,,,
MGNI,"Magnite, Inc.",$2.13B,n/a,Technology,"Computer Software: Programming, Data Processing",,,,,
MGY,Magnolia Oil & Gas Corporation,$1.57B,2017,Energy,Oil & Gas Production,,,,,
MGYR,"Magyar Bancorp, Inc.",$52.59M,n/a,Finance,Savings Institutions,,,,,
MH^A,"Maiden Holdings, Ltd.",n/a,n/a,n/a,n/a,,,,,
MH^C,"Maiden Holdings, Ltd.",n/a,n/a,n/a,n/a,,,,,
MH^D,"Maiden Holdings, Ltd.",n/a,n/a,n/a,n/a,,,,,
MHLA,"Maiden Holdings, Ltd.",n/a,2016,Finance,Property-Casualty Insurers,,,,,
MHLD,"Maiden Holdings, Ltd.",$179.78M,n/a,Finance,Property-Casualty Insurers,,,,,
MHNC,"Maiden Holdings, Ltd.",n/a,2013,Finance,Property-Casualty Insurers,,,,,
MAIN,Main Street Capital Corporation,$2.06B,2007,n/a,n/a,,,,,
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,$592.06M,2012,n/a,n/a,,,,,
MNSB,"MainStreet Bancshares, Inc.",$122.03M,n/a,Finance,Major Banks,,,,,
MNSBP,"MainStreet Bancshares, Inc.",n/a,n/a,Finance,Major Banks,,,,,
MMYT,MakeMyTrip Limited,$2.56B,2010,Consumer Services,Transportation Services,,,,,
MLAC,Malacca Straits Acquisition Company Limited,$175.64M,2020,Finance,Business Services,,,,,
MLACU,Malacca Straits Acquisition Company Limited,n/a,2020,Finance,Business Services,,,,,
MLACW,Malacca Straits Acquisition Company Limited,n/a,2020,Finance,Business Services,,,,,
MBUU,"Malibu Boats, Inc.",$1.18B,2014,Capital Goods,Marine Transportation,,,,,
MACU,Mallard Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
MACUU,Mallard Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
MACUW,Mallard Acquisition Corp.,n/a,2020,Finance,Business Services,,,,,
MLVF,"Malvern Bancorp, Inc.",$120.62M,n/a,Finance,Savings Institutions,,,,,
TUSK,"Mammoth Energy Services, Inc.",$89.7M,2016,Energy,Oilfield Services/Equipment,,,,,
MANU,Manchester United Ltd.,$2.52B,2012,Consumer Services,Services-Misc. Amusement & Recreation,,,,,
MANH,"Manhattan Associates, Inc.",$6.49B,1998,Technology,Computer Software: Prepackaged Software,,,,,
LOAN,"Manhattan Bridge Capital, Inc",$46.85M,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
MNTX,"Manitex International, Inc.",$88.27M,n/a,Technology,Industrial Machinery/Components,,,,,
MTW,"Manitowoc Company, Inc. (The)",$383.95M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,,,,,
MTEX,"Mannatech, Incorporated",$38.51M,n/a,Consumer Durables,Specialty Chemicals,,,,,
MN,"Manning & Napier, Inc.",$76.35M,2011,Finance,Investment Managers,,,,,
MNKD,MannKind Corporation,$693.15M,2004,Health Care,Major Pharmaceuticals,,,,,
MAN,ManpowerGroup,$4.99B,n/a,Technology,Professional Services,,,,,
MANT,ManTech International Corporation,$3.11B,2002,Consumer Services,Other Consumer Services,,,,,
MFC,Manulife Financial Corp,$33.09B,n/a,Finance,Life Insurance,,,,,
MRO,Marathon Oil Corporation,$4.67B,n/a,Energy,Oil & Gas Production,,,,,
MARA,"Marathon Patent Group, Inc.",$330.61M,n/a,Technology,EDP Services,,,,,
MPC,Marathon Petroleum Corporation,$25.3B,n/a,Energy,Integrated oil Companies,,,,,
MRVI,"Maravai LifeSciences Holdings, Inc.",$7.25B,2020,Health Care,Major Pharmaceuticals,,,,,
MCHX,"Marchex, Inc.",$85.47M,2004,Miscellaneous,Business Services,,,,,
MMI,"Marcus & Millichap, Inc.",$1.41B,2013,Finance,Real Estate,,,,,
MCS,Marcus Corporation (The),$364.69M,n/a,Consumer Services,Movies/Entertainment,,,,,
MRIN,Marin Software Incorporated,$19.11M,n/a,Technology,EDP Services,,,,,
MARPS,Marine Petroleum Trust,$6.54M,n/a,Energy,Oil & Gas Production,,,,,
MPX,Marine Products Corporation,$522.25M,n/a,Capital Goods,Marine Transportation,,,,,
HZO,"MarineMax, Inc.",$710.27M,1998,Consumer Services,Other Specialty Stores,,,,,
MRNS,"Marinus Pharmaceuticals, Inc.",$486.14M,2014,Health Care,Major Pharmaceuticals,,,,,
MKL,Markel Corporation,$13.42B,1986,Finance,Property-Casualty Insurers,,,,,
MRKR,"Marker Therapeutics, Inc.",$81.64M,n/a,Health Care,Major Pharmaceuticals,,,,,
MKTX,"MarketAxess Holdings, Inc.",$20.47B,2004,Finance,Investment Bankers/Brokers/Service,,,,,
MRLN,Marlin Business Services Corp.,$124.42M,2003,Finance,Major Banks,,,,,
MAR,Marriott International,$41.15B,n/a,Consumer Services,Hotels/Resorts,,,,,
VAC,Marriott Vacations Worldwide Corporation,$5.23B,n/a,Finance,Real Estate,,,,,
MBII,"Marrone Bio Innovations, Inc.",$177.76M,2013,Basic Industries,Agricultural Chemicals,,,,,
MMC,"Marsh & McLennan Companies, Inc.",$58.14B,n/a,Finance,Specialty Insurers,,,,,
MRTN,"Marten Transport, Ltd.",$1.46B,1986,Transportation,Trucking Freight/Courier Services,,,,,
MLM,"Martin Marietta Materials, Inc.",$16.54B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,,,,
MMLP,Martin Midstream Partners L.P.,$62.94M,2002,Energy,Oil Refining/Marketing,,,,,
MRVL,Marvell Technology Group Ltd.,$31.08B,2000,Technology,Semiconductors,,,,,
MAS,Masco Corporation,$14.04B,n/a,Capital Goods,Industrial Specialties,,,,,
MASI,Masimo Corporation,$14.01B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,
DOOR,Masonite International Corporation,$2.45B,n/a,Basic Industries,Forest Products,,,,,
MTZ,"MasTec, Inc.",$4.19B,n/a,Basic Industries,Water Supply,,,,,
MHH,"Mastech Digital, Inc",$202.56M,n/a,Consumer Services,Professional Services,,,,,
MA,Mastercard Incorporated,$335.48B,2006,Miscellaneous,Business Services,,,,,
MCFT,"MasterCraft Boat Holdings, Inc.",$410.51M,2015,Capital Goods,Marine Transportation,,,,,
MTDR,Matador Resources Company,$1.19B,2012,Energy,Oil & Gas Production,,,,,
MTCH,"Match Group, Inc.",$37.03B,n/a,Technology,"Computer Software: Programming, Data Processing",,,,,
MTLS,Materialise NV,$2.36B,2014,Technology,Computer Software: Prepackaged Software,,,,,
MTRN,Materion Corporation,$1.19B,n/a,Capital Goods,Industrial Specialties,,,,,
MTNB,"Matinas Biopharma Holdings, Inc.",$213.2M,2017,Health Care,Major Pharmaceuticals,,,,,
MTRX,Matrix Service Company,$253.57M,1990,Basic Industries,Engineering & Construction,,,,,
MATX,"Matson, Inc.",$2.5B,n/a,Consumer Services,Marine Transportation,,,,,
MAT,"Mattel, Inc.",$5.39B,n/a,Consumer Non-Durables,Recreational Products/Toys,,,,,
MATW,Matthews International Corporation,$849.79M,1994,Capital Goods,Metal Fabrications,,,,,
MLP,"Maui Land & Pineapple Company, Inc.",$235.86M,n/a,Finance,Real Estate,,,,,
MVNR,Mavenir plc,n/a,n/a,Technology,Computer Software: Prepackaged Software,,,,,
MMX,Maverix Metals Inc.,$720.71M,n/a,Basic Industries,Precious Metals,,,,,
MAXR,Maxar Technologies Inc.,$1.7B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,
MAXN,"Maxeon Solar Technologies, Ltd.",$818M,n/a,Technology,Semiconductors,,,,,
MXIM,"Maxim Integrated Products, Inc.",$22.2B,1988,Technology,Semiconductors,,,,,
MMS,"Maximus, Inc.",$4.41B,1997,Miscellaneous,Business Services,,,,,
MXL,"MaxLinear, Inc",$2.32B,2010,Technology,Semiconductors,,,,,
MEC,"Mayville Engineering Company, Inc.",$221.05M,2019,Capital Goods,Industrial Specialties,,,,,
MBI,"MBIA, Inc.",$343.52M,1987,Finance,Property-Casualty Insurers,,,,,
MCFE,McAfee Corp.,$6.81B,2020,Technology,Computer Software: Prepackaged Software,,,,,
MKC,"McCormick & Company, Incorporated",$24.95B,n/a,Consumer Non-Durables,Packaged Foods,,,,,
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,Consumer Non-Durables,Packaged Foods,,,,,
MCD,McDonald&#39;s Corporation,$162.02B,n/a,Consumer Services,Restaurants,,,,,
MUX,McEwen Mining Inc.,$400.3M,n/a,Basic Industries,Precious Metals,,,,,
MGRC,McGrath RentCorp,$1.53B,1984,Technology,Diversified Commercial Services,,,,,
MCK,McKesson Corporation,$28.89B,n/a,Health Care,Other Pharmaceuticals,,,,,
MDCA,MDC Partners Inc.,$169.12M,n/a,Technology,Advertising,,,,,
MDJH,MDJM LTD,$41.88M,2019,Finance,Real Estate,,,,,
MDU,"MDU Resources Group, Inc.",$5B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),,,,,
MTL,Mechel PAO,$419.05M,2004,Basic Industries,Steel/Iron Ore,,,,,
MTL^,Mechel PAO,n/a,n/a,n/a,n/a,,,,,
MDRR,"Medalist Diversified REIT, Inc.",$10.94M,2018,Consumer Services,Real Estate Investment Trusts,,,,,
MDRRP,"Medalist Diversified REIT, Inc.",n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
MDLA,"Medallia, Inc.",$5.15B,2019,Technology,"Computer Software: Programming, Data Processing",,,,,
MBNKP,Medallion Bank,n/a,2019,n/a,n/a,,,,,
MFIN,Medallion Financial Corp.,$131.76M,n/a,Finance,Finance: Consumer Services,,,,,
MFINL,Medallion Financial Corp.,n/a,n/a,Finance,Finance: Consumer Services,,,,,
MDVL,"MedAvail Holdings, Inc. ",$17.68M,n/a,Health Care,Major Pharmaceuticals,,,,,
MAX,"MediaAlpha, Inc.",$2.22B,2020,Finance,Property-Casualty Insurers,,,,,
MDIA,Mediaco Holding Inc.,$17.74M,n/a,Consumer Services,Broadcasting,,,,,
MPW,"Medical Properties Trust, Inc.",$10.4B,2005,Consumer Services,Real Estate Investment Trusts,,,,,
MDNA,Medicenna Therapeutics Corp.,$188.36M,n/a,Health Care,Major Pharmaceuticals,,,,,
MNOV,"MediciNova, Inc.",$266.87M,n/a,Health Care,Major Pharmaceuticals,,,,,
MED,MEDIFAST INC,$2.4B,n/a,Consumer Non-Durables,Packaged Foods,,,,,
MDGS,Medigus Ltd.,$22.36M,n/a,Health Care,Medical/Dental Instruments,,,,,
MDGSW,Medigus Ltd.,n/a,n/a,Health Care,Medical/Dental Instruments,,,,,
MDWD,MediWound Ltd.,$102.32M,2014,Consumer Durables,Specialty Chemicals,,,,,
MCC,Medley Capital Corporation,$70.27M,2011,n/a,n/a,,,,,
MCV,Medley Capital Corporation,n/a,n/a,n/a,n/a,,,,,
MDLQ,Medley LLC,n/a,2017,Finance,Investment Managers,,,,,
MDLX,Medley LLC,n/a,2016,Finance,Investment Managers,,,,,
MDLY,Medley Management Inc.,$23.37M,2014,Finance,Investment Managers,,,,,
MD,"Mednax, Inc",$1.73B,n/a,Health Care,Hospital/Nursing Management,,,,,
MEDP,"Medpace Holdings, Inc.",$4.59B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,
MDT,Medtronic plc,$152.99B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,
MFAC,Megalith Financial Acquisition Corp.,$78.65M,2018,Finance,Major Banks,,,,,
MFAC.U,Megalith Financial Acquisition Corp.,n/a,2018,n/a,n/a,,,,,
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a,n/a,n/a,,,,,
MEIP,"MEI Pharma, Inc.",$324.06M,n/a,Health Care,Major Pharmaceuticals,,,,,
MGTX,MeiraGTx Holdings plc,$612.98M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
MLCO,Melco Resorts & Entertainment Limited,$8.65B,n/a,Consumer Services,Hotels/Resorts,,,,,
MTSL,MER Telemanagement Solutions Ltd.,$5.87M,1997,Public Utilities,Telecommunications Equipment,,,,,
MELI,"MercadoLibre, Inc.",$77.32B,2007,Miscellaneous,Business Services,,,,,
MBWM,Mercantile Bank Corporation,$403.08M,1998,Finance,Major Banks,,,,,
MERC,Mercer International Inc.,$539.46M,n/a,Basic Industries,Paper,,,,,
MBIN,Merchants Bancorp,$765.78M,2017,Finance,Major Banks,,,,,
MBINO,Merchants Bancorp,n/a,n/a,Finance,Major Banks,,,,,
MBINP,Merchants Bancorp,n/a,n/a,Finance,Major Banks,,,,,
MRK,"Merck & Company, Inc.",$203.39B,n/a,Health Care,Major Pharmaceuticals,,,,,
MFH,Mercurity Fintech Holding Inc.,$23.11M,2015,Technology,EDP Services,,,,,
MCY,Mercury General Corporation,$2.46B,n/a,Finance,Property-Casualty Insurers,,,,,
MRCY,Mercury Systems Inc,$3.99B,1998,Capital Goods,Electrical Products,,,,,
MDP,Meredith Corporation,$927.28M,n/a,Consumer Services,Newspapers/Magazines,,,,,
MREO,Mereo BioPharma Group plc,$165.29M,n/a,Health Care,Major Pharmaceuticals,,,,,
MCMJ,Merida Merger Corp. I,$162.25M,2019,Finance,Business Services,,,,,
MCMJW,Merida Merger Corp. I,n/a,2019,Finance,Business Services,,,,,
EBSB,"Meridian Bancorp, Inc.",$715.18M,n/a,Finance,Major Banks,,,,,
VIVO,Meridian Bioscience Inc.,$814.14M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,
MRBK,Meridian Corporation,$114.06M,2017,n/a,n/a,,,,,
MMSI,"Merit Medical Systems, Inc.",$3.06B,n/a,Health Care,Medical/Dental Instruments,,,,,
MTH,Meritage Corporation,$3.39B,n/a,Capital Goods,Homebuilding,,,,,
MTOR,"Meritor, Inc.",$1.91B,n/a,Capital Goods,Auto Parts:O.E.M.,,,,,
SNUG,Merlyn.AI Tactical Growth & Income ETF,n/a,n/a,n/a,n/a,,,,,
MER^K,"Merrill Lynch & Co., Inc.",n/a,n/a,n/a,n/a,,,,,
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",n/a,n/a,Finance,Finance: Consumer Services,,,,,
MACK,"Merrimack Pharmaceuticals, Inc.",$52.45M,2012,Health Care,Major Pharmaceuticals,,,,,
MRSN,"Mersana Therapeutics, Inc.",$1.75B,2017,Health Care,Major Pharmaceuticals,,,,,
MRUS,Merus N.V.,$498.29M,2016,Health Care,Major Pharmaceuticals,,,,,
MESA,"Mesa Air Group, Inc.",$225.94M,2018,Transportation,Air Freight/Delivery Services,,,,,
MLAB,"Mesa Laboratories, Inc.",$1.39B,n/a,Capital Goods,Industrial Machinery/Components,,,,,
MTR,Mesa Royalty Trust,$8.2M,n/a,Energy,Oil & Gas Production,,,,,
MSB,Mesabi Trust,$310.94M,n/a,Basic Industries,Precious Metals,,,,,
MESO,Mesoblast Limited,$1.77B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
CASH,"Meta Financial Group, Inc.",$1.14B,1993,Finance,Major Banks,,,,,
MTCR,"Metacrine, Inc.",$205.57M,2020,Health Care,Major Pharmaceuticals,,,,,
MTA,Metalla Royalty & Streaming Ltd.,$340.77M,n/a,Basic Industries,Precious Metals,,,,,
METX,Meten EdtechX Education Group Ltd.,$154.02M,n/a,Finance,Business Services,,,,,
METXW,Meten EdtechX Education Group Ltd.,n/a,n/a,Consumer Services,Other Consumer Services,,,,,
MEOH,Methanex Corporation,$3.18B,n/a,Basic Industries,Major Chemicals,,,,,
MEI,"Methode Electronics, Inc.",$1.31B,n/a,Capital Goods,Electrical Products,,,,,
MET,"MetLife, Inc.",$41.55B,2000,Finance,Life Insurance,,,,,
MET^A,"MetLife, Inc.",n/a,n/a,n/a,n/a,,,,,
MET^E,"MetLife, Inc.",n/a,n/a,n/a,n/a,,,,,
MET^F,"MetLife, Inc.",n/a,n/a,n/a,n/a,,,,,
MCBS,"MetroCity Bankshares, Inc.",$355.59M,2019,Finance,Major Banks,,,,,
MCB,Metropolitan Bank Holding Corp.,$274.28M,2017,Finance,Major Banks,,,,,
MTD,"Mettler-Toledo International, Inc.",$27.36B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,,,,,
MXC,Mexco Energy Corporation,$11.47M,n/a,Energy,Oil & Gas Production,,,,,
MXE,"Mexico Equity and Income Fund, Inc. (The)",$16.39M,n/a,n/a,n/a,,,,,
MXF,"Mexico Fund, Inc. (The)",$190.87M,n/a,n/a,n/a,,,,,
MFA,"MFA Financial, Inc.",$1.68B,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
MFA^B,"MFA Financial, Inc.",n/a,n/a,n/a,n/a,,,,,
MFA^C,"MFA Financial, Inc.",n/a,n/a,n/a,n/a,,,,,
MFO,"MFA Financial, Inc.",n/a,n/a,Consumer Services,Real Estate Investment Trusts,,,,,
MCR,MFS Charter Income Trust,$378.01M,1989,n/a,n/a,,,,,
MGF,MFS Government Markets Income Trust,$151.2M,1987,n/a,n/a,,,,,
MIN,MFS Intermediate Income Trust,$438.22M,1988,n/a,n/a,,,,,
MMT,MFS Multimarket Income Trust,$370.46M,1987,n/a,n/a,,,,,
MFM,MFS Municipal Income Trust,$273.07M,1986,n/a,n/a,,,,,
MFV,MFS Special Value Trust,$42.35M,n/a,n/a,n/a,,,,,
MGEE,MGE Energy Inc.,$2.48B,n/a,Energy,Electric Utilities: Central,,,,,
MTG,MGIC Investment Corporation,$4.05B,1991,Finance,Property-Casualty Insurers,,,,,
MGP,MGM Growth Properties LLC,$9.28B,2016,Consumer Services,Real Estate Investment Trusts,,,,,
MGM,MGM Resorts International,$13.95B,n/a,Consumer Services,Hotels/Resorts,,,,,
MGPI,"MGP Ingredients, Inc.",$737.7M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),,,,,
MFGP,Micro Focus Intl PLC,$1.53B,2017,Technology,Computer Software: Prepackaged Software,,,,,
MBOT,Microbot Medical Inc. ,$57.86M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,
MCHP,Microchip Technology Incorporated,$34.99B,1993,Technology,Semiconductors,,,,,
MU,"Micron Technology, Inc.",$71.35B,n/a,Technology,Semiconductors,,,,,
MSFT,Microsoft Corporation,$1618.48B,1986,Technology,Computer Software: Prepackaged Software,,,,,
MSTR,MicroStrategy Incorporated,$3.18B,1998,Technology,Computer Software: Prepackaged Software,,,,,
MVIS,"Microvision, Inc.",$338.2M,1996,Capital Goods,Industrial Machinery/Components,,,,,
MICT,"MICT, Inc.",$107.84M,n/a,Capital Goods,Electrical Products,,,,,
MPB,Mid Penn Bancorp,$195.58M,n/a,Finance,Major Banks,,,,,
MAA,"Mid-America Apartment Communities, Inc.",$14.43B,1994,Consumer Services,Real Estate Investment Trusts,,,,,
MAA^I,"Mid-America Apartment Communities, Inc.",n/a,n/a,n/a,n/a,,,,,
MTP,Midatech Pharma PLC,$22.58M,n/a,Health Care,Major Pharmaceuticals,,,,,
MCEP,"Mid-Con Energy Partners, LP",$42.93M,2011,Energy,Oil & Gas Production,,,,,
MBCN,Middlefield Banc Corp.,$136.49M,n/a,Finance,Major Banks,,,,,
MSEX,Middlesex Water Company,$1.2B,n/a,Public Utilities,Water Supply,,,,,
MSBI,"Midland States Bancorp, Inc.",$380.89M,2016,Finance,Major Banks,,,,,
MSVB,"Mid-Southern Bancorp, Inc.",$44.29M,2018,Finance,Savings Institutions,,,,,
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",$38.03M,2016,Energy,Oil & Gas Production,,,,,
MOFG,"MidWestOne Financial Group, Inc.",$374.4M,n/a,Finance,Major Banks,,,,,
MIST,Milestone Pharmaceuticals Inc.,$199.81M,2019,Health Care,Major Pharmaceuticals,,,,,
MLSS,"Milestone Scientific, Inc.",$107.01M,2015,Health Care,Industrial Specialties,,,,,
MLND,"Millendo Therapeutics, Inc. ",$35.15M,n/a,Health Care,Major Pharmaceuticals,,,,,
MLR,"Miller Industries, Inc.",$380.83M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,,,,,
HIE,Miller/Howard High Income Equity Fund,$143.92M,2014,n/a,n/a,,,,,
TIGO,Millicom International Cellular S.A.,$3.99B,n/a,Public Utilities,Telecommunications Equipment,,,,,
